,Symbol,Name,Industry,Name_of_war,change_a1,change_a2,change_a3,change_b1,change_b2,avg.change,index_d1,index_d2,index_d3
0,AAPL,Apple Inc,"컴퓨터, 전화 및 가전제품",멕시코마약전쟁,0.0,-0.08000000000000007,0.040000000000000036,0.029999999999999805,-0.11000000000000032,-0.002000000000000135,-0.0,3999.9999999997335,-1999.9999999998668
1,MSFT,Microsoft Corp,소프트웨어 및 IT서비스,멕시코마약전쟁,0.34999999999999787,-0.129999999999999,-0.05000000000000071,0.5799999999999983,-0.10999999999999943,0.18599999999999853,188.17204301075304,-69.89247311827958,-26.881720430108118
2,AMZN,Amazon.com Inc,다양한 소매업,멕시코마약전쟁,0.46999999999999886,0.020000000000003126,-0.20000000000000284,0.5399999999999991,-0.8100000000000023,0.16999999999999743,276.4705882352976,11.764705882354958,-117.64705882353286
3,GOOGL,Alphabet Inc Class A,소프트웨어 및 IT서비스,멕시코마약전쟁,-0.5,-1.039999999999992,-2.8500000000000227,1.0900000000000034,-3.799999999999983,0.7560000000000059,-66.13756613756561,-137.56613756613544,-376.98412698412704
4,NVDA,NVIDIA Corp,반도체 및 반도체 장비,멕시코마약전쟁,0.3999999999999986,-0.07000000000000028,0.08999999999999986,0.08999999999999986,-0.5899999999999999,0.14599999999999938,273.97260273972626,-47.945205479452454,61.64383561643852
5,INTC,Intel Corp,반도체 및 반도체 장비,멕시코마약전쟁,0.0799999999999983,0.05000000000000071,-0.17999999999999972,0.019999999999999574,-0.360000000000003,-0.032000000000000736,-249.9999999999889,-156.24999999999864,562.4999999999861
6,ASML,ASML Holding NV ADR,반도체 및 반도체 장비,멕시코마약전쟁,-0.010000000000001563,-0.030000000000001137,-0.14999999999999858,-0.030000000000001137,-0.5300000000000011,0.079999999999999,-12.50000000000211,-37.50000000000189,-187.50000000000057
7,CMCSA,Comcast Corp Class A,미디어 및 출판,멕시코마약전쟁,0.4800000000000004,0.14999999999999858,-0.33999999999999986,0.3099999999999987,-0.22000000000000242,0.24399999999999905,196.72131147541077,61.47540983606523,-139.34426229508244
8,NFLX,Netflix Inc,소프트웨어 및 IT서비스,멕시코마약전쟁,0.03000000000000025,-0.020000000000000462,-0.020000000000000462,-0.009999999999999787,-0.09999999999999964,-0.030000000000000072,-100.0000000000006,66.66666666666805,66.66666666666805
9,ADBE,Adobe Inc,소프트웨어 및 IT서비스,멕시코마약전쟁,0.28999999999999915,0.01999999999999602,-0.29000000000000625,0.730000000000004,-1.009999999999998,0.02600000000000193,1115.384615384529,76.9230769230559,-1115.3846153845566
10,CSCO,Cisco Systems Inc,커뮤니케이션 및 네트워킹,멕시코마약전쟁,0.21000000000000085,-0.0400000000000027,-0.08999999999999986,0.10000000000000142,-0.3200000000000003,0.026000000000000512,807.692307692295,-153.8461538461612,-346.1538461538388
11,PEP,PepsiCo Inc,음료,멕시코마약전쟁,-0.45000000000000284,-0.00999999999999801,-0.3300000000000054,0.2700000000000031,-0.22999999999999687,0.4440000000000026,-101.35135135135141,-2.252252252251791,-74.3243243243251
12,TXN,Texas Instruments Inc,반도체 및 반도체 장비,멕시코마약전쟁,-0.09999999999999787,0.21999999999999886,-0.46000000000000085,-0.17999999999999972,-0.4499999999999993,0.020000000000000285,-499.99999999998226,1099.9999999999786,-2299.999999999972
13,TSM,Taiwan Semiconductor Manufacturing Co Ltd ADR,반도체 및 반도체 장비,멕시코마약전쟁,-0.049999999999998934,-0.10000000000000142,-0.16000000000000014,0.0600000000000005,0.009999999999999787,0.10599999999999987,-47.169811320753766,-94.33962264151089,-150.94339622641542
