,Symbol,Name,Industry,Name_of_war,change_a1,change_a2,change_a3,change_b1,change_b2,avg.change,index_d1,index_d2,index_d3
18,DIS,Walt Disney Co,미디어 및 출판,예멘의 Houthi 반란,0.33999999999999986,-0.26000000000000156,0.29999999999999716,0.1999999999999993,-0.4499999999999993,-0.05800000000000054,-586.2068965517184,448.27586206896405,-517.2413793103351
19,BAC,Bank of America Corp,은행,예멘의 Houthi 반란,0.18999999999999773,-0.5399999999999991,0.18999999999999773,0.1600000000000037,-0.0799999999999983,0.07400000000000091,256.7567567567505,-729.7297297297196,256.7567567567505
20,HD,Home Depot Inc,전문품 상점,예멘의 Houthi 반란,-0.04999999999999716,-0.5,-0.1700000000000017,0.05000000000000426,0.030000000000001137,0.004000000000002046,-1249.9999999992895,-12499.999999993604,-4249.999999997868
21,VZ,Verizon Communications Inc,통신 서비스,예멘의 Houthi 반란,0.35999999999999943,-0.20000000000000284,0.3500000000000014,-0.5799999999999983,-0.020000000000003126,-0.38199999999999934,-94.24083769633509,52.35602094240921,-91.6230366492152
22,XOM,Exxon Mobil Corp,오일 및 가스,예멘의 Houthi 반란,-0.12000000000000455,-0.990000000000002,0.39000000000000057,0.11999999999999744,0.38000000000000256,0.159999999999998,-75.00000000000378,-618.750000000009,243.75000000000338
23,KO,Coca-Cola Co,음료,예멘의 Houthi 반란,0.3500000000000014,-0.379999999999999,0.2699999999999996,0.23000000000000043,-0.11999999999999744,0.11600000000000037,301.72413793103476,-327.5862068965498,232.75862068965404
24,T,AT&T Inc,통신 서비스,예멘의 Houthi 반란,0.35999999999999943,-0.33999999999999986,0.08999999999999986,-0.3299999999999983,0.1999999999999993,-0.25999999999999945,-138.46153846153854,130.769230769231,-34.615384615384635
25,TM,Toyota Motor Corp ADR,자동차 및 자동차 부품,예멘의 Houthi 반란,0.06999999999999318,0.1599999999999966,0.7600000000000051,1.019999999999996,0.14999999999999147,0.4760000000000019,14.705882352939684,33.61344537815041,159.66386554621891
26,ABT,Abbott Laboratories,헬스케어 장비 및 용품,예멘의 Houthi 반란,0.1700000000000017,-0.4499999999999993,0.030000000000001137,0.05999999999999872,0.9499999999999993,0.1280000000000001,132.81250000000122,-351.5624999999991,23.437500000000867
27,NKE,Nike Inc Class B,섬유 및 의류,예멘의 Houthi 반란,0.049999999999998934,-0.08999999999999986,0.019999999999999574,0.0,-0.030000000000001137,-0.04999999999999964,-99.99999999999858,180.000000000001,-39.99999999999944
28,CVX,Chevron Corp,오일 및 가스,예멘의 Houthi 반란,0.07000000000000028,-0.5399999999999991,-0.010000000000005116,-0.28000000000000114,0.22999999999999687,0.021999999999998465,318.18181818184166,-2454.545454545622,-45.454545454571885
29,ORCL,Oracle Corp,소프트웨어 및 IT서비스,예멘의 Houthi 반란,0.2699999999999996,-0.28999999999999915,0.08000000000000007,-0.17999999999999972,-0.33999999999999986,-0.051999999999999956,-519.2307692307688,557.6923076923065,-153.84615384615412
30,PFE,Pfizer Inc,제약,예멘의 Houthi 반란,-0.12000000000000455,-0.5499999999999972,0.21000000000000085,0.22999999999999687,1.4300000000000068,0.08999999999999915,-133.33333333333965,-611.1111111111137,233.3333333333365
31,MRK,Merck & Co Inc,제약,예멘의 Houthi 반란,0.03999999999999915,-0.7299999999999969,0.3999999999999986,-0.1700000000000017,1.3299999999999983,0.12199999999999847,32.78688524590135,-598.3606557377099,327.8688524590193
32,NVS,Novartis AG ADR,제약,예멘의 Houthi 반란,0.17999999999999972,0.05000000000000426,0.05000000000000426,0.15000000000000568,0.7199999999999989,-0.0379999999999967,-473.68421052635614,-131.5789473684437,-131.5789473684437
33,ACN,Accenture PLC Class A,소프트웨어 및 IT서비스,예멘의 Houthi 반란,0.7300000000000004,-0.36999999999999744,-0.14999999999999858,-0.5799999999999983,-0.20000000000000284,-0.21199999999999974,-344.33962264151006,174.52830188679144,70.7547169811315
34,TMO,Thermo Fisher Scientific Inc,헬스케어 장비 및 용품,예멘의 Houthi 반란,-0.05999999999999872,-0.8399999999999999,0.370000000000001,0.4700000000000024,0.14999999999999858,0.12400000000000092,-48.38709677419216,-677.4193548387045,298.3870967741921
35,LLY,Eli Lilly and Co,제약,예멘의 Houthi 반란,0.9000000000000057,-1.1500000000000057,1.1599999999999966,-0.5300000000000011,1.9200000000000017,-0.060000000000002274,-1499.9999999999525,1916.6666666666035,-1933.3333333332544
36,MCD,Mcdonald's Corp,호텔 및 엔터테인먼트,예멘의 Houthi 반란,0.3000000000000007,-0.5,0.1999999999999993,0.26000000000000156,-0.05999999999999872,-0.07199999999999918,-416.66666666667237,694.4444444444524,-277.77777777778
37,DHR,Danaher Corp,헬스케어 장비 및 용품,예멘의 Houthi 반란,-0.05999999999999872,-0.33000000000000185,-0.16000000000000014,0.05000000000000071,0.240000000000002,-0.0519999999999996,115.3846153846138,634.615384615393,307.69230769231035
38,WFC,Wells Fargo & Co,은행,예멘의 Houthi 반란,0.05999999999999872,-0.28000000000000114,0.4499999999999993,0.5399999999999991,-0.17999999999999972,0.07199999999999988,83.3333333333317,-388.88888888889113,625.0
39,BHP,BHP Group Ltd ADR,메탈&마이닝,예멘의 Houthi 반란,-0.10999999999999943,-0.370000000000001,-0.3099999999999987,0.22000000000000242,0.03999999999999915,0.008000000000001251,-1374.9999999997779,-4624.99999999929,-3874.9999999993784
