,Symbol,Name,Industry,Name_of_war,change_a1,change_a2,change_a3,change_b1,change_b2,avg.change,index_d1,index_d2,index_d3
0,AAPL,Apple Inc,"컴퓨터, 전화 및 가전제품",파타-하마스 분쟁,-0.10999999999999988,-0.08000000000000007,-0.040000000000000036,-0.08999999999999986,0.04999999999999982,-0.07799999999999993,141.025641025641,102.56410256410275,51.28205128205138
1,MSFT,Microsoft Corp,소프트웨어 및 IT서비스,파타-하마스 분쟁,-0.010000000000001563,-0.05999999999999872,0.5599999999999987,-0.05999999999999872,-0.05999999999999872,-0.09600000000000009,10.416666666668286,62.499999999998614,-583.3333333333316
2,AMZN,Amazon.com Inc,다양한 소매업,파타-하마스 분쟁,-0.44999999999999574,0.7299999999999969,0.6700000000000017,0.36000000000000654,-0.45000000000000284,0.30000000000000426,-149.99999999999645,243.33333333332882,223.33333333333073
3,GOOGL,Alphabet Inc Class A,소프트웨어 및 IT서비스,파타-하마스 분쟁,-9.139999999999986,-2.6399999999999864,-0.75,3.5,9.939999999999998,-4.242000000000007,215.46440358321476,62.23479490806181,17.68033946251765
4,NVDA,NVIDIA Corp,반도체 및 반도체 장비,파타-하마스 분쟁,-0.1999999999999993,0.2900000000000009,0.08999999999999986,0.03999999999999915,-0.030000000000001137,0.14599999999999938,-136.98630136986313,198.63013698630286,61.64383561643852
5,INTC,Intel Corp,반도체 및 반도체 장비,파타-하마스 분쟁,-0.18999999999999773,0.08999999999999986,-0.0799999999999983,-0.25,-0.5700000000000003,-0.3700000000000003,51.351351351350694,-24.324324324324266,21.621621621621145
6,ASML,ASML Holding NV ADR,반도체 및 반도체 장비,파타-하마스 분쟁,0.5100000000000016,0.120000000000001,0.2799999999999976,0.5100000000000016,0.13000000000000256,0.09600000000000079,531.2499999999973,125.0,291.66666666666174
7,CMCSA,Comcast Corp Class A,미디어 및 출판,파타-하마스 분쟁,-0.09999999999999787,0.3000000000000007,0.22999999999999687,0.030000000000001137,-0.1700000000000017,-0.001999999999999602,5000.000000000889,-15000.000000003021,-11500.000000002134
8,NFLX,Netflix Inc,소프트웨어 및 IT서비스,파타-하마스 분쟁,0.0,0.0699999999999994,-0.10000000000000009,0.17999999999999972,-0.040000000000000036,0.029999999999999895,0.0,233.33333333333215,-333.3333333333348
9,ADBE,Adobe Inc,소프트웨어 및 IT서비스,파타-하마스 분쟁,0.39000000000000057,-0.37999999999999545,1.2399999999999949,1.1799999999999997,-0.8400000000000034,0.3559999999999988,109.55056179775333,-106.74157303370694,348.3146067415728
10,CSCO,Cisco Systems Inc,커뮤니케이션 및 네트워킹,파타-하마스 분쟁,0.21999999999999886,0.00999999999999801,0.20000000000000284,0.1599999999999966,-0.379999999999999,0.08399999999999892,261.9047619047639,11.90476190475969,238.09523809524453
11,PEP,PepsiCo Inc,음료,파타-하마스 분쟁,-0.46000000000000085,-0.240000000000002,1.0900000000000034,0.490000000000002,0.240000000000002,-0.00799999999999983,5750.000000000133,3000.0000000000887,-13625.000000000333
12,TXN,Texas Instruments Inc,반도체 및 반도체 장비,파타-하마스 분쟁,-0.8000000000000007,0.05999999999999872,0.030000000000001137,-0.8200000000000003,-0.28999999999999915,-0.3660000000000004,218.57923497267757,-16.393442622950452,-8.196721311475711
13,TSM,Taiwan Semiconductor Manufacturing Co Ltd ADR,반도체 및 반도체 장비,파타-하마스 분쟁,-0.3099999999999987,0.35999999999999943,0.11999999999999922,0.08999999999999986,-0.09999999999999964,0.017999999999999617,-1722.2222222222517,2000.0000000000393,666.6666666666765
14,JPM,JPMorgan Chase & Co,은행,파타-하마스 분쟁,0.3200000000000003,0.8800000000000026,0.5,-0.1600000000000037,0.13000000000000256,-0.23800000000000238,-134.4537815126038,-369.74789915966124,-210.0840336134433
15,JNJ,Johnson & Johnson,제약,파타-하마스 분쟁,-2.5,-0.10999999999999943,-0.240000000000002,-0.8299999999999983,0.4399999999999977,-0.3579999999999998,698.324022346369,30.72625698324008,67.03910614525198
16,WMT,Walmart Inc,식품 및 약품소매,파타-하마스 분쟁,0.269999999999996,0.10999999999999943,-0.14999999999999858,0.1700000000000017,0.25,0.1700000000000003,158.8235294117621,64.70588235294073,-88.23529411764606
17,UNH,UnitedHealth Group Inc,헬스케어 업체 및 서비스,파타-하마스 분쟁,-0.75,-0.10000000000000142,0.29999999999999716,0.2600000000000051,-1.519999999999996,-0.23599999999999852,317.79661016949353,42.372881355933075,-127.11864406779621
18,PG,Procter & Gamble Co,"개인, 가정 용품 및 서비스",파타-하마스 분쟁,0.36999999999999744,0.07000000000000028,0.3400000000000034,-0.13000000000000256,-0.20000000000000284,-0.05,-739.9999999999949,-140.00000000000057,-680.0000000000068
19,DIS,Walt Disney Co,미디어 및 출판,파타-하마스 분쟁,-0.740000000000002,-0.41000000000000014,-0.0799999999999983,0.39000000000000057,-0.23000000000000043,0.33800000000000097,-218.9349112426035,-121.30177514792868,-23.668639053253866
20,BAC,Bank of America Corp,은행,파타-하마스 분쟁,0.480000000000004,-0.10000000000000142,-0.10000000000000142,0.1600000000000037,0.46000000000000085,-0.25799999999999984,-186.04651162790864,38.75968992248119,38.75968992248119
21,HD,Home Depot Inc,전문품 상점,파타-하마스 분쟁,-0.44000000000000483,0.29999999999999716,-0.21999999999999886,0.46000000000000085,-0.7100000000000009,0.006000000000001648,-7333.3333333314,4999.999999998579,-3666.6666666656406
22,VZ,Verizon Communications Inc,통신 서비스,파타-하마스 분쟁,0.33999999999999986,-0.07000000000000028,0.259999999999998,-0.259999999999998,-0.05000000000000071,-0.25999999999999945,-130.769230769231,26.923076923077087,-99.99999999999945
23,XOM,Exxon Mobil Corp,오일 및 가스,파타-하마스 분쟁,-1.1300000000000026,-0.8399999999999963,0.9299999999999997,0.060000000000002274,0.6700000000000017,-0.2759999999999991,409.42028985507477,304.34782608695616,-336.95652173913146
24,KO,Coca-Cola Co,음료,파타-하마스 분쟁,0.0,0.09999999999999787,0.240000000000002,-0.15000000000000213,0.25,-0.1520000000000003,-0.0,-65.789473684209,-157.89473684210625
25,T,AT&T Inc,통신 서비스,파타-하마스 분쟁,0.6799999999999997,0.120000000000001,0.2699999999999996,0.16000000000000014,-0.23000000000000043,0.09600000000000009,708.3333333333325,125.00000000000094,281.2499999999993
26,TM,Toyota Motor Corp ADR,자동차 및 자동차 부품,파타-하마스 분쟁,-0.18999999999999773,-0.1700000000000017,-0.25,0.6400000000000006,0.12999999999999545,0.39000000000000057,-48.71794871794806,-43.58974358974396,-64.102564102564
27,ABT,Abbott Laboratories,헬스케어 장비 및 용품,파타-하마스 분쟁,0.4400000000000013,0.28000000000000114,-0.39000000000000057,-0.22999999999999687,0.0,-0.14799999999999897,-297.29729729730025,-189.18918918919127,263.5135135135157
28,NKE,Nike Inc Class B,섬유 및 의류,파타-하마스 분쟁,0.019999999999999574,-0.14000000000000057,-0.1399999999999988,-0.03999999999999915,-0.019999999999999574,-0.03599999999999994,-55.555555555554456,388.88888888889113,388.8888888888862
29,CVX,Chevron Corp,오일 및 가스,파타-하마스 분쟁,-1.0399999999999991,-1.2800000000000011,0.28000000000000114,0.0,1.1199999999999974,-0.1519999999999996,684.2105263157907,842.1052631578978,-184.2105263157907
30,ORCL,Oracle Corp,소프트웨어 및 IT서비스,파타-하마스 분쟁,0.10999999999999943,-0.120000000000001,-0.03999999999999915,-0.15000000000000036,-0.009999999999999787,-0.09400000000000049,-117.02127659574346,127.65957446808551,42.55319148936058
31,PFE,Pfizer Inc,제약,파타-하마스 분쟁,0.10999999999999943,0.10000000000000142,0.5399999999999991,-0.41000000000000014,0.08999999999999986,-0.24200000000000016,-45.45454545454519,-41.32231404958734,-223.14049586776807
32,MRK,Merck & Co Inc,제약,파타-하마스 분쟁,0.4899999999999949,0.6099999999999994,0.9000000000000057,0.05000000000000426,-0.3100000000000023,-0.019999999999997443,-2450.000000000288,-3050.000000000387,-4500.000000000604
33,NVS,Novartis AG ADR,제약,파타-하마스 분쟁,-0.21999999999999886,-0.1599999999999966,0.0799999999999983,-0.14999999999999858,-0.20999999999999375,-0.023999999999999487,916.6666666666815,666.6666666666667,-333.33333333333337
34,CRM,Salesforce.Com Inc,소프트웨어 및 IT서비스,파타-하마스 분쟁,-0.21999999999999886,0.10999999999999943,0.3600000000000012,0.040000000000000924,-0.03999999999999915,0.17600000000000052,-124.99999999999898,62.49999999999949,204.54545454545462
35,ACN,Accenture PLC Class A,소프트웨어 및 IT서비스,파타-하마스 분쟁,0.09999999999999787,0.21999999999999886,0.23000000000000043,0.03999999999999915,-0.17999999999999972,0.18399999999999964,54.34782608695548,119.56521739130397,125.00000000000048
36,TMO,Thermo Fisher Scientific Inc,헬스케어 장비 및 용품,파타-하마스 분쟁,-0.12999999999999545,-0.21999999999999886,0.10999999999999943,0.5899999999999963,0.1700000000000017,0.2579999999999977,-50.387596899223496,-85.2713178294577,42.63565891472885
37,LLY,Eli Lilly and Co,제약,파타-하마스 분쟁,-0.17999999999999972,-0.5700000000000003,0.759999999999998,-0.4100000000000037,0.13000000000000256,-0.31000000000000083,58.06451612903201,183.8709677419351,-245.16129032257936
38,MCD,Mcdonald's Corp,호텔 및 엔터테인먼트,파타-하마스 분쟁,-0.8400000000000034,-0.5600000000000023,0.10999999999999943,-0.0899999999999963,-0.14999999999999858,0.15800000000000267,-531.6455696202463,-354.4303797468309,69.62025316455542
39,DHR,Danaher Corp,헬스케어 장비 및 용품,파타-하마스 분쟁,-0.15000000000000213,0.0,-0.08000000000000185,0.16000000000000014,-0.019999999999999574,-0.001999999999999602,7500.000000001599,-0.0,4000.000000000888
40,WFC,Wells Fargo & Co,은행,파타-하마스 분쟁,0.16000000000000014,0.05000000000000071,0.060000000000002274,-0.019999999999999574,0.05000000000000071,-0.11999999999999958,-133.33333333333394,-41.66666666666741,-50.00000000000207
41,BHP,BHP Group Ltd ADR,메탈&마이닝,파타-하마스 분쟁,0.6999999999999957,0.4100000000000037,0.259999999999998,0.29999999999999716,-0.19000000000000483,-0.05799999999999983,-1206.8965517241343,-706.8965517241463,-448.2758620689634
