,Symbol,Name,Industry,Name_of_war,change_a1,change_a2,change_a3,change_b1,change_b2,avg.change,index_d1,index_d2,index_d3
0,AAPL,Apple Inc,"컴퓨터, 전화 및 가전제품",소말리아내전,0.08999999999999986,0.040000000000000036,0.009999999999999787,-0.08999999999999986,0.0,-0.011999999999999922,-750.0000000000036,-333.3333333333358,-83.33333333333209
1,MSFT,Microsoft Corp,소프트웨어 및 IT서비스,소말리아내전,0.7999999999999972,0.6499999999999986,0.08999999999999986,-0.639999999999997,-0.19000000000000128,-0.16399999999999934,-487.8048780487807,-396.34146341463486,-54.878048780487944
2,AMZN,Amazon.com Inc,다양한 소매업,소말리아내전,2.5799999999999983,2.720000000000006,-2.3200000000000003,1.4600000000000009,0.03999999999999915,0.43000000000000116,599.999999999998,632.5581395348834,-539.5348837209289
3,GOOGL,Alphabet Inc Class A,소프트웨어 및 IT서비스,소말리아내전,3.1399999999999864,-1.0600000000000023,1.4699999999999989,-3.079999999999984,-0.6099999999999852,0.24400000000000546,1286.8852459016048,-434.42622950818793,602.4590163934287
4,NVDA,NVIDIA Corp,반도체 및 반도체 장비,소말리아내전,0.5500000000000007,0.08000000000000007,0.22000000000000064,-0.27000000000000046,-0.22000000000000064,0.013999999999999523,3928.5714285715676,571.4285714285915,1571.4285714286295
5,INTC,Intel Corp,반도체 및 반도체 장비,소말리아내전,0.8100000000000005,0.0600000000000005,0.10000000000000142,-0.5499999999999989,-0.4800000000000004,-0.12399999999999949,-653.225806451616,-48.38709677419415,-80.64516129032407
6,ASML,ASML Holding NV ADR,반도체 및 반도체 장비,소말리아내전,0.3099999999999987,0.4700000000000024,0.1700000000000017,-0.33999999999999986,-0.5899999999999999,-0.09199999999999946,-336.95652173913106,-510.8695652173969,-184.7826086956551
7,CMCSA,Comcast Corp Class A,미디어 및 출판,소말리아내전,0.14999999999999858,-0.019999999999999574,0.3200000000000003,-0.6999999999999993,-0.39000000000000057,-0.13199999999999967,-113.63636363636284,15.151515151514866,-242.42424242424323
8,NFLX,Netflix Inc,소프트웨어 및 IT서비스,소말리아내전,0.20000000000000018,-0.019999999999999574,-0.03000000000000025,0.020000000000000462,0.20999999999999996,0.08600000000000012,232.5581395348836,-23.255813953487845,-34.8837209302328
9,ADBE,Adobe Inc,소프트웨어 및 IT서비스,소말리아내전,0.16999999999999815,0.00999999999999801,0.259999999999998,-0.9500000000000028,-0.5500000000000007,-0.2740000000000009,-62.04379562043708,-3.6496350364956123,-94.89051094890407
10,CSCO,Cisco Systems Inc,커뮤니케이션 및 네트워킹,소말리아내전,0.45000000000000107,0.1399999999999988,0.11999999999999922,-0.9399999999999995,-0.7699999999999996,-0.2619999999999994,-171.7557251908405,-53.43511450381645,-45.80152671755705
11,PEP,PepsiCo Inc,음료,소말리아내전,0.37000000000000455,1.0,-0.04999999999999716,-1.2700000000000031,-0.1700000000000017,-0.3280000000000015,-112.80487804878135,-304.8780487804864,15.243902439023454
12,TXN,Texas Instruments Inc,반도체 및 반도체 장비,소말리아내전,0.8699999999999992,0.16999999999999993,0.5299999999999994,-0.26000000000000156,-0.5600000000000005,-0.1600000000000005,-543.7499999999977,-106.24999999999962,-331.2499999999986
13,TSM,Taiwan Semiconductor Manufacturing Co Ltd ADR,반도체 및 반도체 장비,소말리아내전,0.009999999999999787,0.33000000000000007,0.2699999999999996,-0.1200000000000001,-0.34000000000000075,-0.011999999999999922,-83.33333333333209,-2750.0000000000186,-2250.000000000011
14,JPM,JPMorgan Chase & Co,은행,소말리아내전,0.1999999999999993,-0.9800000000000004,-0.21000000000000085,-0.29999999999999716,-1.3099999999999987,-0.13799999999999954,-144.92753623188403,710.1449275362346,152.1739130434794
15,V,Visa Inc Class A,소프트웨어 및 IT서비스,소말리아내전,0.4299999999999997,-0.45000000000000107,0.06999999999999851,0.5800000000000001,0.08999999999999986,0.24600000000000008,174.79674796747952,-182.92682926829306,28.455284552844912
